신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
한국경제,메타 '뮤즈 스파크' 공개…AI서비스 경쟁 본격 참전,"제미나이·GPT 등과 성능 비슷의료 특화…1000명 의사와 협력메타가 천문학적인 자금을 들여 설립한 인공지능(AI) 연구조직 ‘메타초지능연구소(MSL)’가 9개월 만에 첫 결과물을 내놨다. 8일(현지시간) 메타는 이 회사의 첫 폐쇄형 AI모델 ‘뮤즈 스파크’를 공개했다.뮤즈 스파크는 모델을 비공개로 전환할 만큼의 성능을 입증했다. 수학·물리·화학 등 각 분야 전문가 수준의 문제 2500개를 맞히는 ‘인류의 마지막 시험(HLE)’에서 42.8%의 정답률을 기록해 구글 제미나이3.1프로(45.4%), 오픈AI GPT-5.4(43.9%) 등 정상급 모델들과 어깨를 나란히 했다. 뮤즈 스파크에는 여러 AI에이전트가 병렬적으로 추론해 답변을 개선하는 ‘숙고(contemplation)’ 기능도 있는데, 이를 쓰면 HL...",https://n.news.naver.com/article/newspaper/015/0005273168?date=20260410,업계,0.16606465708478632,
한국경제,"무뇨스 ""세계화는 끝났다…부품 현지화 확대""","무뇨스 현대차 사장 외신 인터뷰현대자동차가 최근 미국·이란 전쟁 여파로 글로벌 공급망 불안이 지속되자 북미와 유럽 등 지역에서 부품 현지 조달 규모를 늘리기로 했다. 해상 운송 요충지인 중동 지역에서 발발한 전쟁으로 물류비가 급등하고 부품 공급이 지연되는 상황이 잦아져 공급망 자립이 불가피해졌다는 판단에서다.호세 무뇨스 현대차 사장(사진)은 8일(현지시간) 블룸버그 인터뷰를 통해 “선박들을 희망봉으로 우회시켰고, 운항 기간이 많이 늘어나게 됐다”고 밝혔다. 이어 “세계화는 완전히 끝났다”고 잘라 말했다. 아프리카 남단 희망봉은 수에즈운하의 대표적 우회 항로다. 이곳을 택할 경우 통상 7~10일가량 운항 기간이 늘어난다. 하지만 가자전쟁과 미국·이란 전쟁 등 중동 지역의 지정학적 리스크가 확산하면서 호르무즈해...",https://n.news.naver.com/article/newspaper/015/0005273142?date=20260410,기타,0.16597950459237834,
동아일보,[횡설수설/박용]“세계화는 완전히 끝났다”,우주에서 본 지구에는 국경선이 없다. 아르테미스 2호를 타고 달로 향한 우주인들은 “이곳에서 내려다보면 인류는 하나의 존재”라고 외쳤다. 제2차 세계대전과 탈냉전을 거치며 세계는 ‘지구촌’처럼 국경이 사라지고 가까워졌다. 자유무역을 통한 세계화도 만개했다. 하지만 2016년 대선에서 ‘미국 우선주의’를 내걸고 당선된 도널드 트럼프 대통령이 관세 장벽을 세우면서 균열이 시작됐다. 10년 뒤인 2026년 미국과 이스라엘의 이란 공격으로 시작된 중동 전쟁은 세계화 시대에 사실상의 마침표를 찍었다.▷“세계화(Globalization)는 끝났다. 완전히 끝났다.” 호세 무뇨스 현대자동차 대표이사 사장은 최근 블룸버그 인터뷰에서 “지금처럼 힘들었던 적은 없었다”라며 중동 전쟁의 충격을 이렇게 전했다. 전쟁으로 해상 교...,https://n.news.naver.com/article/newspaper/020/0003711212?date=20260410,업계,0.1511383572196029,
조선일보,"李, 기업 비업무용 부동산도 겨냥 “대대적인 보유 부담 안기도록 검토”",이미 최대 5% 무거운 세금 부과재계 “미래 위한 투자 위축될 우려”이재명 대통령이 9일 기업들이 보유한 비업무용 부동산에 대한 세 부담 강화 방안을 검토하도록 주문했다. 다주택자에 대한 압박과 농지 투기 전수 조사를 주문한 데 이어 기업들이 보유한 비업무용 부동산을 겨냥하고 나선 것이다.이 대통령은 이날 청와대에서 열린 국민경제자문회의 1차 전체회의에서 기업의 비업무용 부동산에 대해 “대대적인 보유 부담을 안기는 방향으로 검토를 한번 해보자”고 말했다. 자문위원인 김우찬 고려대 경영학과 교수가 ‘기업들이 비업무용 부동산을 너무 많이 갖고 있어서 자원 분배가 제대로 되지 않는다’고 하자 이렇게 말한 것이다. 이 대통령은 “과거 한 번 대대적으로 규제를 한 적이 있는데 지금은 거의 사라진 것 같다”며 “별도 ...,https://n.news.naver.com/article/newspaper/023/0003970002?date=20260410,경영,0.1466487530836036,
조선일보,"HD현대중공업, 독자 기술 집약… 세계 첫 암모니아 추진선 완성","탄소 배출하지 않는 친환경 선박HD현대중공업이 세계 최초로 암모니아 추진선을 완성해 배에 이름을 붙이는 명명식을 열었다고 9일 밝혔다. 이 배는 석유 한 방울 없이 암모니아만으로 엔진을 돌려 화물 등을 운송하는 선박이라 탄소를 전혀 배출하지 않는다. 친환경 규제가 강화되고 있는 해운업계에서 시장 판도를 바꿀 수 있는 차세대 핵심 기술로 꼽힌다.이날 HD현대중공업은 지난 2023년 벨기에 선사 엑스마르로부터 수주한 암모니아 이중연료(DF) 엔진을 탑재한 4만6000㎥급 중형 가스 운반선 2척의 명명식을 열었다. 당시 수주한 4척 중 먼저 만든 2척으로, 이날 두 배에는 ‘안트베르펜’과 ‘아를롱’이란 이름이 붙었다. 벨기에 도시 이름에서 따왔다. 두 배는 오는 5월과 7월 말 각각 선주에게 인도될 예정이다.암모...",https://n.news.naver.com/article/newspaper/023/0003969942?date=20260410,업계,0.13379540489902214,
동아일보,"“트럼프, 이란 전쟁에 협조 안한 나토국서 미군 철수 검토”","WSJ “美 비판 스페인-獨 기지 폐쇄전쟁 지지 국가로 병력 이동 거론”루비오 “전쟁뒤 모든 것 재검토” 밝혀韓-日에도 안보청구서 요구 가능성도널드 트럼프 미국 행정부가 이란과의 전쟁 중에 미국에 협조적이지 않았던 북대서양조약기구(NATO·나토) 회원국을 겨냥해 ‘나토 주둔 미군 재배치’ 방안 등을 검토 중이라고 월스트리트저널(WSJ)이 8일 보도했다. 전쟁 발발 뒤 이란이 봉쇄 중인 중동의 핵심 원유 수송로 호르무즈 해협의 안정을 위해 군함을 파견해 달라는 미국의 요청을 나토 회원국들이 거부한 데 따른 보복성 조치인 것으로 풀이된다. 이에 따라, 실제 재배치 등의 작업이 진행되면 상당한 후폭풍이 일 것으로 보인다.● 스페인과 독일 미군 기지 폐쇄 방안 거론WSJ에 따르면 트럼프 행정부는 이번 전쟁 과정 중...",https://n.news.naver.com/article/newspaper/020/0003711284?date=20260410,경영,0.11866682277796457,
중앙일보,[오늘의 운세] 4월 10일,2026년 4월 10일 금요일 (음 2월 23일)쥐 - 재물 : 좋음 건강 : 튼튼 사랑 : 한마음 길방 : 北36년생 존경 받고 대접 받을 듯. 48년생 경사 생길 수도 있다. 60년생 집안일은 가족이 힘과 마음을 모아라. 72년생 가족과 함께 여행. 84년생 혈육의 정으로 뭉쳐라. 96년생 대인관계 넓어지고 좋아질 듯.소 - 재물 : 무난 건강 : 양호 사랑 : ♥ 길방 : 北37년생 현재 삶을 사랑하자. 49년생 모든 것 사랑으로 대하자. 61년생 배우자에게 잘해 줄 것. 73년생 기다리던 일이나 소식 접할 듯. 85년생 마음에 드는 일을 할 수. 97년생 사랑과 일 두 마리 토끼 잡기.호랑이 - 재물 : 무난 건강 : 양호 사랑 : 기쁨 길방 : 東38년생 근심은 멀고 평화로운 하루. 50년생 하고 ...,https://n.news.naver.com/article/newspaper/025/0003515234?date=20260410,업계,0.11755636682995585,
한국경제,美 완전무인 트럭·中 24시간 무인물류…글로벌 운송 효율화 전쟁,실증단계 넘어 상업화 속도장거리 화물운송도 늘어중국 선전의 한 고속도로. 밤 10시가 넘은 시간 징둥닷컴 계열 JD로지스틱스의 자율주행 차량이 쌀과 식용유를 싣고 50㎞ 넘는 구간을 달린다. 트럭 운전자는 없다. 자율주행 배송 차량의 야간 운행이 공식 허용된 선전시에서 ‘24시간 무인 물류’가 현실화한 모습이다.9일 모빌리티업계에 따르면 글로벌 물류 시장에서 자율주행 트럭은 실증 단계를 넘어 본격적인 상업화 국면에 진입했다. 특히 물류센터 간 ‘미들마일’(간선 운송) 구간이 가장 먼저 무인화하는 흐름이 뚜렷하다. 반복 노선 중심 구조여서 기술 적용이 쉽고 인건비 절감 효과가 크기 때문이다.중국은 이런 혁신이 가장 빠른 속도로 이뤄지는 국가다. 알리바바는 2022년 저장성 더칭에서 레벨4 자율주행 트럭 도로 ...,https://n.news.naver.com/article/newspaper/015/0005273101?date=20260410,경영,0.10518898688029328,
동아일보,Stay 보다 Play… ‘경험’을 체크인 하라,"‘체험상품’ 쏟아내는 여행업계파라다이스호텔 등 ‘웰니스’ 강화… 스파서 러닝까지 고객 맞춤형으로모두투어, 美 MLB 직관 관광 인기하나투어도 F1관람 엮은 상품 추진개인 취향 맞춤형 콘텐츠를 전면에 내세운 호텔 및 여행 상품이 빠르게 늘고 있다. 과거에는 정해진 일정을 따르는 투어나 휴양이 전부였지만, 이제는 특별한 체험을 중시하는 ‘경험 소비’가 대세로 떠오르면서 해외 경기 관람이나 전문가 동행 투어 등이 대세로 떠오르고 있다.국내 호텔들은 ‘웰니스’(건강 관리), ‘러닝’ 등을 키워드로 내세운 패키지 상품을 내놓고 있다. 9일 파라다이스호텔에 따르면 웰니스를 키워드 삼아 각 지점마다 다른 콘셉트로 운영하고 있다. 충남 아산시의 파라다이스 스파 도고는 온천을 기반으로 한 ‘스파트립’, 인천 파라다이스시티는...",https://n.news.naver.com/article/newspaper/020/0003711239?date=20260410,기타,0.10038076967379898,
한국경제,[단독] 잡힌 차량만 43만대…서민들 '최후 보루' 5조 터졌다,"급전 막힌 서민들, 車담대로 몰렸다2년새 150% 증가 5조원 넘어대출 옥죄자 '최후 보루' 찾아국내 대형 캐피털업체의 자동차담보대출이 2년 새 150% 넘게 증가했다. 특히 전체 자산에서 자동차가 차지하는 비중이 큰 30대와 40대의 이용률이 늘어난 것으로 나타났다. 정부의 연이은 고강도 가계대출 규제로 자금 조달이 어려워지자 차담보대출로 대출 수요가 몰린 것으로 분석된다.9일 금융권에 따르면 현대, KB, 하나, 우리금융, JB우리캐피탈 등 5대 캐피털사의 지난해 말 차담보대출 잔액은 2조8074억원이었다. 전년 대비 46% 증가한 수치로 역대 최대치다. 2023년 말(1조1194억원)과 비교하면 2년 만에 2.5배로 늘었다.지난해 전체 저축은행의 차담보대출 잔액이 2조3000억원인 것을 감안하면 국내 ...",https://n.news.naver.com/article/newspaper/015/0005273124?date=20260410,경영,0.10037773722599837,
동아일보,‘검문소’ 앞으로 호르무즈 통로 확 당긴 이란 “하루 15척만 통과”,"[美-이란 ‘위태로운 휴전’]휴전에도 멈춰 선 호르무즈본토 가까이 ‘대체 항로’ 일방 설정“이메일 신청, 통행료 비트코인 결제… 허가없이 선박 통행땐 파괴할 것”휴전 첫날 화물선 단 4척만 통과… 당분간 원유 수급 차질 불가피할 듯“도널드 트럼프 미국 대통령의 측근들 사이에서 이란에 대한 승리 선언이 시기상조였다는 우려가 나온다. 가장 큰 문제는 이란이 호르무즈 해협을 완전히 개방하지 않고 있다는 점이다.”(월스트리트저널·WSJ)미국과 이란의 휴전이 성사된 지 하루도 채 지나지 않은 8일(현지 시간) 호르무즈 해협에서의 선박 통항 등을 둘러싼 이견이 불거지고 있다. 이로 인해 위태로운 휴전이 이어지고 최악의 경우 휴전이 결렬될 수 있다는 우려도 나온다. 이란이 △선박의 선별적 해협 통과 △자국이 설정한 항로...",https://n.news.naver.com/article/newspaper/020/0003711309?date=20260410,업계,0.09491050373336965,
중앙일보,쓰레기 매립장을 수목원 만들어 탄소배출권도 판다,"탄소중립 정책 이행과 탄소배출 감축 요구가 커지는 가운데 지자체들이 ‘탄소 자산’을 조성하는 사업에 속속 뛰어들고 있다. 산림 자원이 풍부한 지역에서는 물론, 도심권에서도 공원과 유휴지 등을 활용해 탄소를 감축하고 그만큼의 배출권을 확보해 수익을 내려는 것이다.지난 6일 부산 해운대구에 있는 해운대수목원. 면적 62만8000㎡(축구장 88개)에 달하는 해운대수목원 부지엔 편백·느티나무와 소나무 등 667종 37만7000주의 수목이 빼곡히 자리했다.수목 사이로 난 널따란 산책로에서 만난 김병국 부산시 도시숲경관팀장은 “수목원의 나무들이 앞으로 15년간 탄소 1365t을 흡수하는 기능을 할 수 있다고 평가받았다”고 설명했다. 승용차 570대가 1년간 내뿜는 탄소를 해운대수목원이 고스란히 빨아들일 수 있다는 의미...",https://n.news.naver.com/article/newspaper/025/0003515257?date=20260410,업계,0.0939980099052361,
동아일보,"[단독]오리온, 수요 증가로 생산라인 中으로 이동","껌 제품군 국내생산 라인 중국行카스타드 등 스낵은 中서 역수입“원가절감 아닌 생산 효율화 전략”오리온이 ‘와우 풍선껌’을 포함한 껌 제품군의 국내 생산을 중단하고 생산 라인을 중국으로 옮긴다. ‘카스타드’와 ‘예감’ 등 스테디셀러 제품은 중국 생산분을 일부 들여와 국내에 유통하기 시작했다. 최근 스낵과 파이 등 오리온 주력 제품 수요 증가로 국내 생산 여력이 부족해지면서 생산 라인을 재배치하고, 부족분은 수입으로 보완하고 있다는 입장이다.9일 식품의약품안전처 수입식품정보마루에 따르면 오리온은 올해 2월 25일부터 중국 허베이성 소재 오리온 랑팡 공장에서 생산한 ‘깔끔한 더 자일리톨 102g’을 국내로 들여오고 있다. 오리온은 그간 껌베이스 등 원료만 중국에서 들여와 충북 청주 제4청주공장에서 완제품으로 가공...",https://n.news.naver.com/article/newspaper/020/0003711220?date=20260410,업계,0.09164315311134236,
한국경제,'뜨거운 담금질'…울산서 삼한시대 철이 깨어난다,"내달 8~10일 '쇠부리축제'타악 경연 등 다양한 행사울산시 북구가 삼한시대부터 이어온 철 제련 문화를 기리는 ‘울산쇠부리축제’를 다음달 8일부터 10일까지 사흘간 개최한다. 9일 북구에 따르면 올해 제22회를 맞는 이번 축제는 달천철장과 북구청 광장으로 장소를 이원화해 각각 차별화된 콘텐츠를 선보인다.달천철장에서는 ‘쇠부리’를 테마로 울산쇠부리기술 재연, 전통 대장간 체험, 타악 경연 ‘타악페스타 두드리’ 등이 진행된다. 올해는 철로 된 사물을 활용해 신체 한계에 도전하는 서바이벌 프로그램 ‘피지컬 쇠부리’를 처음 선보인다. 쇠 드럼을 배우는 ‘소리광산’, 탐험형 놀이축제 ‘철철철 놀이터’ 등 체험 프로그램도 마련된다.북구청 광장에선 자동차를 테마로 미니카 레이싱, 인공지능(AI) 로봇 축구, 레이싱 아케...",https://n.news.naver.com/article/newspaper/015/0005273084?date=20260410,기타,0.08988779847993347,
매일경제,美 4분기 GDP 성장률 0.5% 그쳐 … 기준금리 '안갯속',"예상치 하회…경제성장 둔화2월 근원 PCE는 3.0% 상승연준 ""금리 인상·인하 모두 논의""미국의 지난해 4분기 국내총생산(GDP) 성장률이 예상치를 하회하며 경제 성장 엔진이 다소 식어가고 있는 것으로 나타났다.9일(현지시간) 미국 경제분석국(BEA)이 발표한 확정치에 따르면, 미국의 4분기 GDP 성장률(전 분기 대비)은 0.5%를 기록해 시장 예상치인 0.7%를 하회했다. 2025년 1분기 이후 가장 낮은 성과를 기록한 것이다. 또 지난해 미국의 실질 GDP 성장률(전년 대비)은 예상치와 동일한 2.1%를 기록했다. 상반기 미국의 관세 부과로 기업과 가계는 구매를 앞당겼고, 수입은 사상 최고치에 도달해 무역 적자가 확대되면서 4분기 성장세가 둔화된 것으로 해석된다.미국 연방준비제도(Fed·연준)가 가장...",https://n.news.naver.com/article/newspaper/009/0005663859?date=20260410,경영,0.08790172651631165,
동아일보,강원 벤처펀드 ‘1호 투자’는 사료 바이오 기업,밸류라움바이오와 협약식강원도가 미래산업 생태계 구축을 위한 ‘강원 전략산업 벤처펀드’의 첫 투자 대상으로 ‘밸류라움바이오’를 선정했다. 강원도는 9일 도청 회의실에서 기능성 바이오 소재를 적용한 사료 첨가제 제조기업인 밸류라움바이오와 ‘강원 전략산업 벤처펀드 제1호 투자 및 상생협력 협약식’을 가졌다.이번 1호 투자는 강원도가 도내 유망 기업 발굴과 투자 생태계 조성을 위해 443억 원 규모의 펀드 결성으로 추진 중인 ‘강원 전략산업 벤처펀드’의 첫 결실이다. 도는 이번 투자를 시작으로 자금 조달에 어려움을 겪는 도내 유망 중소·벤처·창업기업 및 강원 이전을 희망하는 우수 기술 기업을 적극 발굴해 벤처펀드를 통한 투자를 확대할 계획이다.이와 함께 유망 기업이 강원도에서 성장할 수 있도록 연속성 있는 투자 환...,https://n.news.naver.com/article/newspaper/020/0003711302?date=20260410,업계,0.08740065567341056,
매일경제,인력난·고물가·고금리 삼중고 일본 기업 도산 12년만에 최대,"일본의 연간 기업 도산 건수가 12년 만에 가장 높은 수준으로 치솟았다. 인력난과 물가 상승, 금리 부담이 동시에 겹치면서 경영 기반이 취약한 중소기업과 영세 업체가 직격탄을 맞고 있다는 분석이 나온다.9일 니혼게이자이신문(닛케이)에 따르면 도쿄상공리서치가 전날 발표한 2025년 전국 기업 도산 건수(부채 1000만엔 이상)는 1만505건으로 전년보다 4% 증가했다. 기업 파산은 4년 연속 늘었다. 가장 두드러진 도산 원인으로는 인력난이 꼽힌다. 이유가 확인된 사례 중 인력 부족이 직접적으로 지목된 경우는 442건에 달했다. 전년보다 43% 늘어난 수치로 역대 최다다.[김혜순 기자]...",https://n.news.naver.com/article/newspaper/009/0005663747?date=20260410,경영,0.08275843882612938,
매일경제,"기아 ""49조 투자, 2030년 매출 170조""",5년간 로봇·자율주행에 21조아틀라스 2029년 美공장 투입기아가 2030년까지 49조원을 투입해 공격적으로 사업을 확장한다. 특히 전체 투자금의 43%에 해당하는 21조원을 로보틱스·전동화·자율주행 등 미래 사업에 배정했다. 9일 기아는 투자자 대상으로 '2026 CEO 인베스터 데이'를 열고 이 같은 내용을 담은 중장기 사업 전략을 발표했다.기아는 2020년부터 매년 인베스터 데이를 열고 5년 단위의 발전 계획을 내놓고 있다. 이날 발표한 향후 5년 투자금은 지난해 계획보다 7조원 늘어난 역대 최대 규모다.기아는 또 내년까지 운전자가 고속도로에서 손을 놓고 운전할 수 있는 '레벨2+' 자율주행 기술을 탑재한 SDV(소프트웨어 중심 차량)를 개발하겠다고 밝혔다. 휴머노이드 로봇 '아틀라스'는 2029년 하...,https://n.news.naver.com/article/newspaper/009/0005663772?date=20260410,경영,0.08172247049617466,
조선일보,"“중동 사태로 심각한 물가 상승 땐, 美 연준 코로나 때보다 큰 어려움 겪을 것”","[WEEKLY BIZ] ‘전쟁과 돈의 역사’ 저자 던컨 웰던 인터뷰“중동 사태로 심각한 물가 상승이 발생한다면 미국 연방준비제도는 코로나 직후 인플레이션이 발생했을 때보다 대응에 훨씬 큰 어려움을 겪을 겁니다. 새 의장 취임 후 기준금리 인하가 당연시됐던 연준은 예상과 완전히 다른 세상과 맞닥뜨리게 됐습니다.”역사 속 전쟁과 경제의 관계를 다룬 책 ‘전쟁과 돈의 역사’를 최근 낸 던컨 웰던(Weldon)은 WEEKLY BIZ와 화상 인터뷰에서 “연준은 원래 공급 측 영향을 많이 받는 에너지 가격엔 민감하게 대응하지 않는다는 방침이지만, 물가 상승 압박이 더 커진다면 결국 대처할 수밖에 없을 것”이라고 했다. 연준은 기준금리 결정 때 전체 소비자물가지수 대신 에너지·농산물 가격을 제외하고 집계한 ‘근원 소비자...",https://n.news.naver.com/article/newspaper/023/0003969869?date=20260410,경영,0.07382148656841239,
한국경제,"튀르키예, 金 팔아 치솟는 물가 잡는다",미·이란 전쟁 여파에 따른 통화 가치 하락 우려에 튀르키예가 보유했던 금 수십t을 처분한 것으로 확인됐다.8일(현지시간) 파이낸셜타임스(FT)에 따르면 튀르키예 중앙은행은 지난 2월 27일부터 지난달 27일까지 52t 규모의 금을 시장에 매각했다. 또 약 79t의 금을 금·외환 선물 스와프 거래에 동원한 것으로 전해졌다. 이에 따라 튀르키예 중앙은행의 금 보유량은 440t으로 2년 내 최저 수준을 기록했다.FT는 “리라화 가치를 안정시키기 위한 조치”라고 해석했다. 금을 팔아 확보한 달러를 시장에 공급해 리라 환율 급등을 누르는 구조다. 파티흐 카라한 튀르키예 중앙은행 총재는 지난달 언론 인터뷰에서 “외환 유동성 지원이 필요한 시기에 금을 활용하는 것은 자연스러운 선택”이라고 밝혔다. 금 매각으로 환율이 안...,https://n.news.naver.com/article/newspaper/015/0005273156?date=20260410,경영,0.07208784323073632,
한국경제,가계대출 규제 세지자…카드 돌려막기도 늘어,올 카드론 대환대출 잔액 1.5조'결제액 이월' 리볼빙도 증가세가계대출 규제 여파로 이른바 ‘카드 돌려막기’ 규모가 반년 만에 1조5000억원을 넘어섰다. 신용카드 대출 연체율은 20년 만에 최고치를 기록했다.9일 여신금융협회에 따르면 국내 8개 전업 카드사(신한·삼성·현대·KB국민·롯데·우리·하나·비씨카드)의 올해 2월 카드론 대환대출 잔액은 1조5001억원으로 집계됐다. 작년 8월 1조5404억원 후 최대다. 카드론 대환대출은 차주가 만기 전에 원금을 상환하지 못할 경우 다른 카드사의 카드론이나 동일 카드사의 다른 상품으로 갈아타는 대출이다.은행권 대출 규제가 강화되면서 카드론 대환대출 수요가 늘었다는 분석이 나온다. 카드론 대환대출은 금리를 낮추는 목적의 은행권 대환대출과 달리 상환 기간을 늘리는 데 ...,https://n.news.naver.com/article/newspaper/015/0005273144?date=20260410,경영,0.07002407226665554,
동아일보,나홍진 ‘호프’ 칸 경쟁부문 진출… 韓 영화 4년 만,"연상호 ‘군체’ 비경쟁부문에 초청나홍진 감독의 신작 ‘호프’가 5월에 개최되는 제79회 칸 국제영화제 경쟁 부문에 초청됐다. 한국 영화가 칸 경쟁 부문에 초청된 건 2022년 박찬욱 감독의 ‘헤어질 결심’ 이후 4년 만이다.칸 국제영화제 집행위원회는 9일(현지 시간) 기자회견을 열고 ‘호프’를 포함한 올해 공식 초청작들을 발표했다. 지난해 한국 장편영화는 공식·비공식 부문을 통틀어 한 편도 초청받지 못했다.영화 ‘호프’는 비무장지대 인근 항구 마을에 정체불명의 존재가 등장하며 벌어지는 사건을 그린 SF(공상과학) 스릴러다. 배우 황정민과 조인성, 정호연을 비롯해 할리우드 배우 마이클 패스벤더와 알리시아 비칸데르 등이 출연했다. 나 감독은 ‘호프’로 2016년 ‘곡성’ 이후 10년 만에 칸 레드카펫을 밟게 됐...",https://n.news.naver.com/article/newspaper/020/0003711318?date=20260410,기타,0.06897571644813248,
동아일보,3차 최고가격 휘발유 1934원-경유 1923원 동결,"향후 2주 기름값 큰 변동 없을듯국제유가 인상에도 물가안정 무게정유사 손실 보전 재정부담 커져정부가 10일부터 적용되는 3차 석유 최고가격을 동결했다. 국제유가 흐름만 고려하면 인상 여지가 컸지만, 민생 물가 안정에 무게를 둔 결정이다. 이에 따른 정유사 손실을 보전해 줘야 하는 만큼 정부의 재정 부담은 더욱 커질 것으로 보인다. 고유가 부담은 덜겠지만, 석유를 덜 쓸 유인은 그만큼 적어져 석유 소비 억제가 제대로 이뤄지지 않을 것이라는 지적도 있다.9일 산업통상부는 10일 0시부터 정유사가 공급하는 석유 제품에 적용될 3차 최고가격을 L당 보통휘발유 1934원, 자동차용 경유 1923원, 등유 1530원으로 설정했다고 밝혔다. 2차 최고가격과 같다. 산업부 관계자는 “민생 안정이라는 최고가격제 기본 취지 ...",https://n.news.naver.com/article/newspaper/020/0003711320?date=20260410,기타,0.0689646157041072,
동아일보,"[동아광장/송인호]K컬처로 높인 국격, 완성의 열쇠는 시민의식","지난해 수출 7093억 弗, 日 턱밑까지 추격삼성전자 빅테크 체급-K팝 美 주류서 인정시민적 품격은 외형적 성장 따라가고 있나품격 있는 시민의식이 ‘K국가 브랜드’ 완성대한민국이 문화적 황금기를 누리고 있다. 반세기 전, 전쟁의 폐허 위에서 국제사회의 원조에 기댔던 이 나라는 이제 전 세계의 눈과 귀를 사로잡는 ‘문화 생산지’로 당당히 우뚝 섰다. 놀라운 것은 이 성취가 문화 영역에 그치지 않는다는 점이다. 우리 경제의 대동맥인 수출 전선에서도 한국은 역사적 전환점을 향해 힘차게 나아가고 있다. 산업통상부에 따르면 2025년 한국의 수출액은 7093억 달러(약 1050조 원)를 기록하며 ‘수출 대국’ 일본을 턱밑까지 추격했다. 이어 2026년 1분기 수출액은 2193억 달러로 역대 최대 실적을 경신했다. 사...",https://n.news.naver.com/article/newspaper/020/0003711211?date=20260410,경영,0.0683059042603783,
한국경제,"진옥동 ""주주환원 다음은 ROE 개선""",주주서한서 '밸류업 2.0' 언급생산적 금융 확대로 수익성 개선진옥동 신한금융 회장(사진)이 올해 주요 과제로 자기자본이익률(ROE) 개선을 전면에 내세웠다. 생산적 금융 확대를 통해 수익성을 끌어올려 향후 ‘밸류업 2.0’에 나서겠다는 구상이다.9일 신한금융에 따르면 진 회장은 최근 주주에게 이런 내용의 서신을 발송했다. 진 회장은 서신에서 “신한금융은 지난해 주주환원율 50% 목표를 1년 조기 달성했다”며 “남은 과제는 보통주 ROE를 10% 이상으로 끌어올리는 것”이라고 밝혔다.진 회장이 ROE 개선을 강조한 것은 주주환원 확대만으로는 기업가치를 높이는 데 한계가 있기 때문이다. 신한금융의 지난해 보통주 ROE는 전년(8.4%)보다 0.7%포인트 상승한 9.1%다. ROE는 주주 자본을 활용해 얼마나 ...,https://n.news.naver.com/article/newspaper/015/0005273106?date=20260410,경영,0.06681700096922251,
동아일보,노란봉투법 시행 한달… 하청노조 사실상 완승,"노동위, 원청 21곳에 ‘사용자’ 판단노조에 기울어진 운동장 현실로‘노란봉투법’(개정 노동조합법)이 이달 10일로 시행 한 달을 맞은 가운데 사실상 하청 노조들의 ‘완승’이 이어지고 있다. 노사가 합의하지 못한 사건을 두고 노동위원회가 현재까지 대부분 “원청이 하청 노조와 직접 교섭을 해야 하는 ‘진짜 사장’”이라는 판단을 내리고 있어서다.9일 고용노동부 등에 따르면 지난달 10일 노란봉투법 시행 이후 이달 7일까지 하청 노조 987곳(조합원 14만4805명)이 원청 사업장 368곳을 상대로 교섭을 요구했다. 한 달 만에 1000건에 가까운 하청 노조의 교섭 요구가 쏟아진 것이다.하지만 이 중 노조의 교섭 요구에 응한다는 의미로 교섭 요구 사실을 공고한 원청 사업장은 31곳에 그친다. 특히 노사가 합의에 이...",https://n.news.naver.com/article/newspaper/020/0003711308?date=20260410,경영,0.06605210677573346,
한국경제,"""자재값 뛰고 물류 막히고""…건설업계 경고음","부동산 프리즘나프타 등 주요 원료 공급 끊겨현장에선 ""건자재 수급 어려워""미국과 이란이 2주간 휴전에 합의했지만, 호르무즈해협 봉쇄 여파로 국내 건설업계는 여전히 공급 불안에 휩싸였다. 레미콘과 PVC(폴리염화비닐), 단열재, 각종 플라스틱 건자재의 원료인 나프타 공급 차질로 가격이 크게 뛴 데다 원유 가격 급등에 따른 물류비 인상도 불가피하다. 업계에선 고유가가 안전운임제에 반영되는 다음달께 건설 현장의 원가 부담이 크게 올라갈 것으로 우려하고 있다.9일 건설업계에 따르면 지난 1월 t당 500달러를 밑돌던 나프타 가격은 최근 1000달러를 넘어섰다. 국내 시장은 중동산 나프타 수입 의존도가 70%에 달한다. 당장 건설 현장에 많이 쓰이는 아스팔트 가격은 지난달 ㎏당 750원에서 이달 830원으로 10.7...",https://n.news.naver.com/article/newspaper/015/0005273069?date=20260410,업계,0.06380661419302837,
