신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
조선일보,‘영원 불변’이라던 다이아의 몰락,"[WEEKLY BIZ] 랩 다이아 등장에 3년 전보다 가격 45% 떨어져‘영원 불변’의 가치로 여겨지며 보석 가운데서도 최고가를 자랑하던 다이아몬드의 가격이 무너지고 있다. 최근 3년 새 금값이 2배 넘게 오른 것과 달리 천연 다이아몬드 가격은 같은 기간 거의 반 토막 났다. 27일 국제다이아몬드거래소(IDEX)에 따르면 이날 다이아몬드 가격 지수는 86.08까지 떨어졌다. 이 지수는 다이아몬드 국제 가격을 지수화한 것인데, 2001년 2월 가격을 기준(100)으로 삼는다. 최근 5년 최고점이었던 2022년 3월 158.39에서 45% 이상 빠진 수준이다.랩 다이아의 부상천연 다이아몬드 가격 급락의 핵심 배경으로는 실험실에서 만든 인공 다이아몬드의 부상이 거론된다. ‘랩 다이아몬드’ ‘랩 그로운(Lab Gr...",https://n.news.naver.com/article/newspaper/023/0003943590?date=20251128,업계,0.024824644,
동아일보,이르면 내달 월 8500원 ‘유튜브 라이트’ 출시,"공정위, 구글 자진 시정안 확정EBS에 상생기금 300억 출연이르면 다음 달 ‘유튜브 프리미엄’ 반값 수준에 광고 없이 유튜브 동영상만 볼 수 있는 서비스가 출시된다. 유튜브 프리미엄을 통해 자사 음악 서비스를 끼워판다는 의혹을 받은 구글이 경쟁당국의 제재를 피하려 내놓은 자진 시정안이 확정된 데 따른 것이다.공정거래위원회는 27일 구글의 독점규제 및 공정거래에 관한 법률 위반 혐의에 대한 동의의결안을 최종 확정했다. 동의의결은 법을 어긴 사업자가 시정안을 내면 위법 여부를 가리지 않고 사건을 종결하는 제도다. 구글은 광고 없이 동영상을 볼 수 있는 서비스와 음악 서비스를 결합한 ‘유튜브 프리미엄’과 음악 단독 서비스인 ‘유튜브 뮤직 프리미엄’을 판매하고 있다. 광고 없이 동영상만 볼 수 있는 단독 상품이 ...",https://n.news.naver.com/article/newspaper/020/0003677810?date=20251128,기타,0.024669781,
한국경제,"현대건설은, 해외 건설 60년 800여 건 공사 노하우 국내 현장에 접목","2025년 하반기 한경 주거문화대상현대건설은 국내 건설업계 최초로 1965년 해외 건설시장에 진출해 중동을 비롯해 동남아·미주·아프리카 등 세계 60여 국가에서 누적 800여 건의 공사를 수행했다. 국내 업체가 수행하지 않던 분야에 도전해 해외 우수 기술을 습득하고 국내 현장에 접목하는 등 건설산업 발전에도 기여하고 있다.2010년 국내 건설업계 사상 최초로 연간 110억달러가 넘는 해외공사를 수주했다. 2013년 11월에는 업계 최초로 누적 해외 수주 1000억달러를 돌파했다.일찍부터 고부가가치 해외공사 수주에 회사 역량을 집중해 해외에서 먹거리를 창출했다. 업계가 해외 플랜트 중심의 편향된 수주 경향을 보일 때 대형 원전, 석유화학시설, 대규모 항만 공사, 건축 공사 등 다양한 해외 공사 수주에 성공하며...",https://n.news.naver.com/article/newspaper/015/0005217055?date=20251128,업계,0.023520048,
매일경제,현대글로비스 5800억규모 LNG 장기 운송계약 따내,현대글로비스가 글로벌 종합상사 기업과 최대 15년간 5800억원 규모의 액화천연가스(LNG) 해상운송 계약을 체결했다고 27일 밝혔다. 현대글로비스는 이를 바탕으로 에너지 물류 사업 확장에 속도를 낼 방침이다. 외신 등 업계에 따르면 해당 기업은 일본 해운사 이토추로 추정된다.이번 계약을 위해 현대글로비스는 17만4000㎥급 초대형 LNG 운반선을 신규 건조해 투입한다. 단일 선적량만으로도 국내 LNG 하루 소비량의 절반 이상을 실어 나를 수 있는 규모다. 영하 162도의 극저온 환경을 유지하기 위한 최신 저장·보랭 기술이 적용된다.현대글로비스는 이번 계약을 바탕으로 2029년부터 미국 걸프 연안에서 생산되는 LNG를 세계 주요 수요국으로 운송할 예정이다. LNG 운송 시장은 고부가가치 해운 분야로 꼽힌다....,https://n.news.naver.com/article/newspaper/009/0005597503?date=20251128,기타,0.023066046,
조선일보,"“Z세대 잡자”… 이마트24, 성수동에 트렌드랩점 ‘배수진’","9분기 연속 적자… 위기 극복 나서캐릭터 화장품·인기 의류 등 판매‘9분기 연속 적자’라는 위기에 몰린 이마트24가 트렌드 1번지 서울 성수동에 배수진을 쳤다. 27일 성수동에 첫 플래그십 스토어인 ‘이마트24 트렌드랩점’을 열고 Z세대(1990년대 중반~2000년대 초반 출생)와 30대 소비자 공략을 위한 실험에 나선 것이다. 업계 최하위라는 꼬리표와 장기화된 실적 부진을 끊어내기 위해, 가장 트렌드에 민감한 곳에서 젊은 층을 끌어들일 ‘반전의 실마리’를 찾겠다는 생존 전략으로 풀이된다.이마트24 트렌드랩점은 서울 지하철 2호선 성수역 앞에 자리를 잡았다. 이날 기자가 둘러본 트렌드랩은 실내 분위기가 카페나 화장품 편집숍과 비슷한 느낌이었다. 보통 편의점(10~20평)보다 큰 약 30평(99㎡)짜리 공간은...",https://n.news.naver.com/article/newspaper/023/0003943644?date=20251128,경영,0.021922611,
조선일보,첫째부터 막내까지 매달 ‘자녀수당’… 양육비 부담 덜었죠,"[아이가 행복입니다][아이 낳게 하는 일터] 서민금융진흥원서민금융진흥원 양은주(33) 대리는 원래 자녀 계획이 한 명이었다. 맞벌이를 하고 있다 보니 한 명이라도 잘 키워 보자는 마음이었다고 한다. 현재 계획대로 아들(3) 한 명을 키우고 있지만, 요즘은 남편과 함께 둘째 아이 임신을 손꼽아 기다리고 있다. 양씨는 “회사의 일·가정 양립 지원 제도로 아이와 함께하는 기쁨이 무엇인지 온전히 느끼고 있다”며 “그 덕에 계획에 없던 둘째를 간절히 바라게 된 것”이라고 말했다.서민금융진흥원의 여러 사내 제도 중 임신 기간 전체에 적용되는 근로시간 단축제가 큰 도움이 됐다고 한다. 양씨는 “첫째 임신 사실을 알고 무척 기뻤지만, 동시에 인파로 가득한 출퇴근길 지하철을 어떻게 다녀야 할지 걱정을 하지 않을 수 없었는데...",https://n.news.naver.com/article/newspaper/023/0003943652?date=20251128,기타,0.021710292,
한국경제,"DL이앤씨는, 고속도로·전철·올림픽경기장…한국 현대사와 함께 성장","2025년 하반기 한경 주거문화대상1939년 부림상회로 출발한 DL이앤씨는 올해 86주년을 맞았다. DL이앤씨는 1947년 대림산업으로 사명을 바꾸고 건설업에 진출했다. 주택뿐만 아니라 토목, 플랜트 등 주요 사업 분야에서 우수한 시공 능력과 풍부한 경험을 갖추고 있다. 2021년 지배 구조 개편으로 대림산업 건설사업부가 DL이앤씨로 새롭게 출범했다.DL이앤씨는 6·25전쟁 복구 사업과 경인·경부·호남고속도로, 서울 지하철, 잠실종합운동장 올림픽주경기장 등 굵직한 국책사업에 뛰어들면서 한국 현대사와 함께 성장해왔다. DL이앤씨의 손을 거쳐 간 건축물은 국회의사당, 세종문화회관, 디타워 광화문 등이 있다. 공사 기간을 준수하고 품질을 높여 ‘신뢰의 건설사’라는 평가를 이어왔다.주택 브랜드로는 ‘e편한세상’과 ...",https://n.news.naver.com/article/newspaper/015/0005217016?date=20251128,경영,0.021402279,
한국경제,"""AI가 사람 대체한다""에 발끈하더니…충격 상황 벌어졌다","""AI가 美 노동의 12% 대체""인공지능發 감원 '경고음'MIT, AI 잠재가치 1.2조弗 추정Fed 베이지북 ""노동 수요 약화""이 기사는 국내 최대 해외 투자정보 플랫폼한경 글로벌마켓에 게재된 기사입니다.미국 매사추세츠공대(MIT) 연구진은 현재 도입된 인공지능(AI) 기술이 미국 전체 노동시장 총임금 중 약 12%를 대체할 수 있는 수준에 도달했다는 분석을 내놨다.미국 경제 매체 CNBC는 26일(현지시간) MIT와 미국 에너지부 산하 오크리지국립연구소(ORNL) 공동 연구진의 새 보고서를 인용해 이같이 보도했다. 연구진은 AI가 노동시장에 미치는 영향을 정량화하기 위해 ‘빙산 지수’를 개발했다. AI가 미국 노동 인구 1억5000만 명과 상호작용하며 각 직무에서 수행하는 역할을 시뮬레이션한 뒤 이를 임...",https://n.news.naver.com/article/newspaper/015/0005217191?date=20251128,경영,0.021304236,1
동아일보,[경제계 인사]삼성웰스토리 外,"◇삼성웰스토리 〈승진〉△상무 박한순◇제일기획 〈승진〉△부사장 정유석 △상무 이슬기 이준호 최지원, 엘다드 헤이윌◇호텔신라 〈승진〉△부사장 박민 조병준 △상무 김태원 이강복 조성훈◇삼성E&A 〈승진〉△부사장 김종민 양기영 이기열 조원식 △상무 안성찬 연명모 윤혜연 주재영 최용호 한성민◇삼성물산 〈승진〉 ▽건설부문△부사장 김종훈 이주용 진창국 표원석 정호진 △상무 김영진 김은정 박근 이수왕 임종묵 조영훈 최헌정 한만근▽상사부문△부사장 강병오 강태규 조용남 최경근 △상무 김민석 김정완 윤현태 이정수 조명희 최윤영▽패션부문△부사장 김동운 △상무 박기성 이종학 이주영 임대빈▽리조트부문△상무 임채홍 전신우 최용◇에스원 〈승진〉△부사장 김석주 사광호 △상무 류상림 손인성 이영우◇㈜LG 〈승진〉△부사장 장건 장승세 정정욱...",https://n.news.naver.com/article/newspaper/020/0003677809?date=20251128,업계,0.020935825,
조선일보,"“버블 걱정 말고, AI라는 메가 트렌드에 올라타라”","[WEEKLY BIZ] [CoverStory] 세계 2대 사모펀드 EQT 대표 “AI와 같은 초대형 기술 혁신의 끝에는 반드시 승자와 패자가 나뉜다”“인공지능(AI) 기업의 가치가 지나치게 고평가된 상태는 아닐까 걱정이라고요? 진정한 위기는 AI 혁신에 뒤처지는 것이라고 봅니다. AI는 이미 다양한 산업에서 거대한 변혁을 일으키고 있습니다. 우리는 AI 거품이 터지는 것보다 AI 붐에 올라타지 못하는 게 더 큰 리스크라고 생각합니다.”굴리는 자산(AUM)만 2670억유로(약 454조원)인 글로벌 ‘투자 큰손’이자, 세계 2대 사모펀드인 EQT를 이끄는 수장의 말엔 거침이 없었다. 최근 글로벌 증시에서는 AI 관련 기업이 과도하게 고평가됐다는 ‘AI 버블론’이 고개를 들고 있다. 그러나 페르 프란젠 최고경영자...",https://n.news.naver.com/article/newspaper/023/0003943605?date=20251128,경영,0.019432211,
동아일보,“AI학습 저작물 사용 기준 연내 마련… 콘텐츠 권익보호가 원칙”,"정부, AI분야 규제개혁 로드맵 발표‘계약 맺고 이용’ 해외사례 근거 삼아AI 기업과 저작권자간의 거래 활성화 위한 플랫폼도 개발 방침자율주행 시범지구 도시단위 확대정부가 인공지능(AI) 학습에 필요한 공공·민간 데이터의 활용 장벽을 낮춰 AI 산업의 경쟁력을 강화하기로 했다. 저작권법상 저작물을 AI 학습에 활용할 수 있는 ‘공정 이용(fair use)’ 범위를 구체화하는 가이드라인을 연말까지 마련하고, AI 기업과 저작권자의 거래 활성화를 위한 플랫폼도 개발할 방침이다. 정부는 이런 내용의 AI 분야 규제 개혁 로드맵을 27일 발표했다. 이재명 정부가 밝혀온 신성장산업 규제 개혁 로드맵이 AI 분야에서 처음 발표된 것이다.● 저작권 데이터 ‘공정 이용’ 기준 연내 마련정부는 AI 기업, 전문가들과의 협의...",https://n.news.naver.com/article/newspaper/020/0003677860?date=20251128,경영,0.019102427,
동아일보,표준 우주론 고치려 한 30개 대체 우주론… 관측 결과와 맞지 않았다,칠레 ACT ‘마지막 데이터’ 분석빅뱅 후 생긴 우주배경복사 관측최대 미스터리 ‘허블 텐션’ 재확인‘표준 우주론 수정’이 해법 될 듯전파보다 파장이 짧은 우주 ‘마이크로파’를 15년 동안 관측했던 남미 칠레의 ‘아타카마 우주론 망원경(ACT)’이 2022년 운영을 종료한 뒤 마지막 데이터를 쏟아냈다. 데이터 분석 결과 ‘표준 우주론’을 대체하려는 30개 이상의 대체 우주론이 대부분 관측 정보와 맞지 않으며 여전히 표준 우주론이 강력한 설명론이라는 결론이다. ACT가 수명을 다하며 우주론 연구의 방향을 정해준 셈이다.국제공동연구팀이 ACT의 마지막 데이터 ‘DR6’를 분석한 연구논문 3편은 24일(현지 시간) 국제학술지 ‘우주론 및 천체입자물리학 저널(JCAP)’에 실렸다. 3월 사전 인쇄본으로 공개된 내용이...,https://n.news.naver.com/article/newspaper/020/0003677887?date=20251128,기타,0.019028762,
한국경제,'디젤 슈퍼사이클' 탄 정유4사…3분기에 올 적자 다 메웠다,산업 리포트경유정제 마진 8개월새 2.5배↑中·러시아 공급 감소에 반사익상반기엔 대규모 손실로 고전최근 이익 늘며…4분기도 '맑음'국내 정유사들이 ‘디젤 슈퍼사이클’에 올라탔다. 중국의 수출 제한과 러시아 정유시설 가동 차질 등으로 경유 정제마진이 급등한 덕분이다. 올 상반기 1조원 넘는 적자를 냈던 국내 정유 4사(SK이노베이션·GS칼텍스·에쓰오일·HD현대오일뱅크)도 흑자로 속속 전환하고 있다. 고공행진하는 경유 정제마진에 4분기 실적은 더욱 좋아질 것으로 예상된다.27일 정유업계에 따르면 싱가포르 경유 정제마진(디젤 크랙)은 최근 배럴당 31.25달러로 치솟았다. 지난 3월 25일 기록한 연중 저점(13.05달러)과 비교하면 두 배 이상으로 급등했다. 디젤 크랙은 경유 1배럴을 정제했을 때 얼마나 버는지...,https://n.news.naver.com/article/newspaper/015/0005217232?date=20251128,경영,0.017133652,
매일경제,"동서식품, ""지금 행복 한잔"" 브랜드 가치 재입증","신문부문 브랜드 대상동서식품의 대표 커피 브랜드 '맥심 모카골드'가 제52회 매일경제 광고대상에서 신문부문 브랜드 대상을 수상했다. 1989년 출시 이후 30년 넘게 한국인의 일상과 함께해 온 제품이 또 한 번 브랜드 가치를 인정받은 셈이다.이번 수상작은 '지금 행복하자, 지금 행복 한잔'이라는 문구를 중심으로 한 지면 광고로, 커피 한 잔이 전하는 작은 쉼과 여유를 통해 '일상의 행복'을 느낄 수 있다는 메시지를 담았다.광고에서는 특히 모델 박보영을 전면에 내세우고, 모카골드의 시그니처인 밝은 노란색 톤을 적극 활용해 따뜻하면서도 산뜻한 분위기를 구현했다. 이러한 연출은 브랜드 슬로건 '행복한 순간엔 언제나 맥심'이 가진 정서를 효과적으로 풀어냈다는 평가다.맥심 모카골드는 출시 이후 꾸준히 한국인의 일상 ...",https://n.news.naver.com/article/newspaper/009/0005597293?date=20251128,업계,0.017034945,
매일경제,"트럼프, 시진핑 편에 서나 … 다카이치에 ""中 자극 말라""","통화서 대만 발언 자제 권고中에 대두 수출하려 동맹 압박美 ""발언 철회 요구한건 아냐""내년 미·중 정상 간 '셔틀 외교'가 가시화한 가운데 도널드 트럼프 미국 대통령이 다카이치 사나에 일본 총리에게 '대만 문제로 중국을 자극하지 말라'는 의견을 전했다는 보도가 나왔다. 대국 간 '빅딜'을 앞두고 중국의 아킬레스건인 대만 문제가 커지길 원치 않는 미국의 방침이 간접적으로 확인된 것이다.월스트리트저널(WSJ)은 26일(현지시간) 미국과 일본 정부 관계자를 인용해 트럼프 대통령이 전날 다카이치 총리와 전화 통화할 때 ""대만 관련 발언의 수위를 낮출 필요가 있다고 언급했다""고 보도했다. 트럼프 대통령은 시진핑 중국 국가주석과 통화한 뒤 일본 총리에게 전화를 걸었다.WSJ는 트럼프 대통령이 대만 문제로 지난달 시 주...",https://n.news.naver.com/article/newspaper/009/0005597483?date=20251128,기타,0.016633459,
한국경제,"[사설] 민간 주도로 성공시킨 누리호, 우주산업 빅뱅 기대",국내 처음으로 민간이 주도해 제작한 한국형 발사체 ‘누리호’(KSLV-Ⅱ)가 어제 새벽 성공적으로 발사됐다. 누리호는 이번이 네 번째 발사로 민간 기업인 한화에어로스페이스가 발사체 제작·조립을 총괄하고 발사 운용에도 참여했다. 4차 발사 성공으로 우리나라도 국가 주도 ‘올드 스페이스’를 벗어나 ‘뉴 스페이스’(민간 주도 우주 개발) 시대에 본격 진입했다는 평가다. 러시아제 1단부 로켓과 엔진을 사용한 ‘나로호’로 처음 우주의 문을 열어젖힌 2013년 이후 12년 만의 쾌거다.누리호는 국내 기업 300여 곳이 참여해 독자 기술로 개발한 발사체다. 2021년 1차 발사 때는 모형 위성을 정상 궤도에 안착시키지 못해 ‘절반의 성공’이라는 평가를 받았지만 2022년 2차 발사에서는 성능 검증 위성과 큐브(소형)위성...,https://n.news.naver.com/article/newspaper/015/0005217282?date=20251128,경영,0.016113639,
매일경제,"홈플러스, 점주 대금도 지연 … 현금난 심화","민주당 ""해결 방안 총력 추진""기업회생 절차를 밟고 있는 홈플러스가 입점 점주에게 지급해야 하는 대금 정산까지 밀리게 되면서 극심한 자금난을 호소하는 단계에 이르렀다.27일 업계에 따르면 홈플러스는 오는 12월 1일로 예정된 입점 점주 대상 대금 지급이 어렵다고 판단해 일부 지연을 요청했다. 현금 흐름이 악화하면서 대금 정산 날짜를 맞추기가 어려워졌기 때문이다.대금 지급 지연 사태는 올해 들어 두 번째다. 기업회생 절차를 신청한 지난 3월 홈플러스는 당일 일부 계좌 거래가 막히면서 대금 지급이 지연되는 상황을 마주했다. 단순 현금 흐름 악화로 인한 대금 정산 지연으로만 놓고 보면 이번이 최초다. 앞서 홈플러스는 전기세와 각종 세금을 미지급하는 등 악화한 현금 흐름 상태를 여실히 보여준 바 있다.한편 이날 더...",https://n.news.naver.com/article/newspaper/009/0005597409?date=20251128,기타,0.015913459,
매일경제,[필동정담] AI거품과 죄수의 딜레마,"인공지능(AI) 투자를 놓고 빅테크는 일종의 '죄수의 딜레마'에 빠진 듯하다. 서로 협력하면 모두에게 유리한데도, 그럴 수 없는 처지로 보이기 때문이다. AI 거품 우려에 대한 최태원 SK그룹 회장의 답변을 들으면서, 그런 생각을 하게 됐다.그는 한 유튜브 방송에 출연해 이렇게 말했다. ""매그니피센트 7(마이크로소프트 등 미국을 대표하는 7개 빅테크 기업)이라는 회사들은 AI에서 내가 뒤지면 내 존재가 없어질 가능성도 생각하고 있다. AI 투자에서 수익이 나오겠느냐는 생각을 지금 할 여유가 없다.""그렇다면 빅테크의 심리 상태는 FOMO(Fear Of Missing Out)가 아닐까 싶다. 기회를 놓칠까봐 전전긍긍하며 두려워하는 상태라는 뜻이다.AI에 생존이 걸려 있다면, 경쟁에서 뒤처지는 것은 공포스러운 일...",https://n.news.naver.com/article/newspaper/009/0005597369?date=20251128,경영,0.015774018,
동아일보,짝퉁 명품 ‘DIY키트’ 판 일당 첫 적발,"취미활동 가장, 여성 소비자 유인가방-지갑 조립키트 제작해 판매소비자가 직접 위조 명품 가방이나 지갑을 만들 수 있는 조립 구성품(DIY 키트)을 제작·유통한 일당이 당국에 적발됐다. 완제품이 아닌 조립 형태의 위조 상품이 단속된 것은 이번이 처음이다.지식재산청 상표특별사법경찰은 A 씨(50·여) 등 3명을 상표법 위반 혐의로 불구속 기소했다고 27일 밝혔다. 이들은 2021년부터 올해 6월까지 경기 수원시의 한 공방 업체에서 위조 명품 원단과 장식품 등 부자재를 보관·관리하며 조립 키트를 제작·판매한 혐의를 받고 있다.이들은 2003년생 이하 여성만 가입할 수 있는 온라인 커뮤니티를 운영하며 키트를 유통한 것으로 조사됐다. 해당 커뮤니티 회원 수는 약 2만 명에 달한다. 구매자들은 커뮤니티를 통해 제작 방...",https://n.news.naver.com/article/newspaper/020/0003677847?date=20251128,업계,0.015378386,
동아일보,해외직구 아동용품서 기준치 최대 203배 유해물질,"27일 서울시 관계자들이 알리익스프레스와 테무 등 해외 온라인 플랫폼에서 판매 중인 어린이 겨울 의류·잡화·완구 제품을 살펴보고 있다. 서울시는 이들 제품의 안전성 검사를 실시한 결과 조사 대상 24개 제품 중 8개가 국내 안전 기준을 충족하지 못했고, 일부 방한용품에서는 기준치의 최대 203배에 달하는 프탈레이트계 가소제가 검출됐다고 밝혔다....",https://n.news.naver.com/article/newspaper/020/0003677884?date=20251128,기타,0.014810924,
동아일보,"기아 전기차 ‘PV5’, 英매체 ‘올해의 패밀리카’에","기아의 목적기반차량(PBV) 전기차인 PV5 패신저(승용) 모델이 영국의 자동차 전문 매체 ‘톱기어’ 주관 ‘2026 톱기어 어워즈’에서 ‘올해의 패밀리카’로 선정됐다. 톱기어 측은 26일(현지 시간) “PV5는 넉넉한 공간과 신선한 스타일, 뛰어난 효율성을 갖추고 가격 경쟁력도 뛰어난 차량”이라고 선정 이유를 밝히며 “그 외에도 주행 성능이 뛰어나고 다른 전기차와 비교해도 정숙성이 훌륭한 점이 높은 점수를 받았다”고 선정 이유를 밝혔다.기아 측은 “유럽에 이미 출시된 5인승 모델 외에도 향후 현지에 출시될 6, 7인승과 교통약자 대응(WAV) 모델 등 고객 수요에 따른 다양한 모델을 제공한 점도 현지에서 호평을 받은 것으로 안다”고 덧붙였다.PV5는 최근 경상용차 업계에서 권위 있는 ‘2026 세계 올해의...",https://n.news.naver.com/article/newspaper/020/0003677799?date=20251128,기타,0.014642466,
매일경제,"1.6→1.8% … 한은, 내년 성장률 상향","기준금리는 4연속 동결이창용 ""연금 4자 협의체노후 희생 아닌 보호차원""◆ 한은 기준금리 ◆한국은행이 27일 내년 실질 국내총생산(GDP) 성장률 전망치를 기존 1.6%에서 1.8%로 상향 조정했다. 한국 경제가 점차 살아나 내년에는 잠재성장률 수준을 회복할 것이라고 내다본 것이다.한은은 올해 경제성장률 전망치도 1.0%로 올렸다. 지난 8월에 내놓은 전망치는 0.9%였다. 지난 3분기 성장률(속보치)이 1.2%로 예상을 웃돈 점을 반영한 것으로 보인다.이날 한은은 올해 마지막 통화정책방향 회의에서 기준금리를 연 2.50%로 4회 연속 동결했다.이창용 한국은행 총재는 최근 정부가 외환시장 안정을 위해 4자 협의체를 꾸린 것을 두고 ""(국민연금이) 해외로 돈을 많이 가져갈 때는 원화가치 절하, 가지고 들어올 ...",https://n.news.naver.com/article/newspaper/009/0005597492?date=20251128,경영,0.014594185,
매일경제,"""AI 거품 우려 과해 … 자산 70%는 주식에""","2025 서울머니쇼+ 개막한국 증시 실적 대비 저평가출렁여도 AI성장 사이클 타야금, 가격 상관없이 지금 사라""시장이 출렁인다고 겁을 먹지 말고 인공지능(AI) 성장 사이클에 올라타 있는 것이 중요하다."" ""한국 증시는 여전히 저평가 상태다. 내년 코스피 5000 시대도 무리가 아니다.""27일 서울 코엑스마곡에서 사흘 일정으로 개막한 '2025 서울머니쇼 플러스(+)'에 총출동한 투자 전문가들이 내놓은 2026년 투자 전망이다. 이들은 ""가격 변동성을 두려워하지 말고 저렴해진 자산을 모아가는 포트폴리오 리밸런싱(재조정) 기회로 삼아야 한다""고 조언했다.이날 세션에서는 인플레이션(물가 상승)이 지속되면서 자산 가치 하락을 막기 위해 주식 등 고위험 자산 비중을 늘리라는 조언이 쏟아졌다. 염승환 LS증권 이사는...",https://n.news.naver.com/article/newspaper/009/0005597489?date=20251128,업계,0.014354349,
한국경제,"""M&A 때 개미 주식도 사라""…'의무공개매수제' 도입 착수","당정, 상법 이어 法개정 논의M&A 위축 우려…찬반 논란더불어민주당이 3차 상법 개정안(자사주 소각 의무화)에 이어 의무공개매수제도 도입을 골자로 한 자본시장법 개정을 본격화한다. 인수합병(M&A) 과정에서 대주주만 챙기던 ‘경영권 프리미엄’을 소액주주도 누릴 수 있도록 하겠다는 취지다.27일 정치권에 따르면 민주당은 다음달 1일 금융위원회와 당정협의회를 열어 의무공개매수제도 도입 방안을 논의한다. 의무공개매수제는 지배주주에게서 회사 지분을 사들일 때 이와 동일한 가격에 소액주주 등의 잔여 지분도 강제 매수하도록 하는 제도다.민주당은 25% 이상 지분을 취득하면 남은 지분 전량 매수를 의무화하는 방안을 추진한다는 방침이다. 윤석열 정부에서 금융위가 추진한 ‘50%+1주’ 의무 매수안보다 대폭 강화한 기준이다...",https://n.news.naver.com/article/newspaper/015/0005217185?date=20251128,경영,0.014174667,1
조선일보,"라인하트 교수 “韓, 공공부채 낮아 안심? 가계부채 높아 주의해야”","‘이번엔 다르다’ 저자 카르멘 라인하트 하버드 교수의 경고“인공지능(AI) 혁신을 통한 ‘생산성 대도약’ 기대가 부채 문제를 해결해줄지 의문입니다. 생산성 개선이 중요하지 않다는 건 아니지만, 기술 진보가 고(高)부채 문제를 자동으로 정리해줄 것이란 기대는 희망 사항에 가깝습니다.”세계 금융위기와 국가부채 연구의 ‘대가(大家)’로 꼽히는 카르멘 라인하트 미국 하버드대 케네디스쿨 석좌교수는 “부채 문제를 해결할 마법 같은 해법(silver bullet)은 없다”며 이처럼 말했다. 세계은행 수석부총재 겸 수석이코노미스트를 지냈고, 금융위기의 역사적 패턴을 분석한 베스트셀러 ‘이번엔 다르다(This Time is Different)’의 공동 저자로 유명한 라인하트 교수는 27일 서울 중구 더 플라자 호텔에서 세계...",https://n.news.naver.com/article/newspaper/023/0003943486?date=20251128,경영,0.013109672,
한국경제,"S&P, 스테이블코인 테더에 '최하위 등급'","안정성 '취약'으로 강등S&P ""준비금에 위험자산 다수비트코인 차지하는 비중 높아져급락 땐 담보부족 상태 올수도""테더 ""암호화폐 이해 부족"" 반발이 기사는 국내 최대 해외 투자정보 플랫폼한경 글로벌마켓에 게재된 기사입니다.세계 최대 스테이블코인 테더(USDT)의 안정성을 두고 국제신용평가사 스탠더드앤드푸어스(S&P)와 테더가 정면충돌했다. S&P가 테더 안정성에 최하위 등급을 매기자 테더가 “디지털 기반 화폐의 본질을 이해하지 못한다”고 반발하면서다. S&P는 테더 준비금에서 비트코인을 비롯한 고위험 자산 비중이 높다는 점을 문제 삼았다. 달러화에 1 대 1로 연동돼 ‘안전자산’으로 평가받는 테더의 안정성을 두고 논란이 커졌다.S&P는 26일(현지시간) 보고서를 통해 테더의 스테이블코인 안정성 평가 등급을 ...",https://n.news.naver.com/article/newspaper/015/0005217219?date=20251128,경영,0.013047507,
한국경제,누리호로 기술력 입증한 K로켓…다음 목표는 '재사용 발사체',민간 우주시대 열었지만…'1회용 로켓' 꼬리표 떼야글로벌 로켓 대세는 '재사용'1단 추진체 임무 수행 뒤 귀환스페이스X '팰컨9' 500회 성공中도 내년 재사용발사체 시험밑그림 다시 그리는 우주청차세대로켓 발사비 ㎏당 수만弗수천달러 불과한 美와 격차 커재사용 위한 기술확보 서둘러야한국의 첫 토종 발사체 누리호가 27일 새벽 1시13분 전남 고흥 나로우주센터에서 발사돼 위성 13기를 목표 궤도 범위인 601.3㎞에 정확히 안착시켰다. 이번 4차 발사를 무난하게 성공시키면서 ‘누리호 이후’ 우주 개발 계획에 관심이 쏠리고 있다. 한국도 스페이스X처럼 우주 발사체 시장의 표준으로 자리 잡은 ‘재사용 발사체’ 개발을 서둘러야 한다는 지적이 나온다.◇스페이스X·블루오리진과는 큰 격차누리호는 ‘1회용 로켓’이다. 우주...,https://n.news.naver.com/article/newspaper/015/0005217145?date=20251128,기타,0.012433198,
매일경제,"한빛나노의료기, TV광고로 소비자 신뢰와 혁신성 인정받아","TV부문 금상가정용 온열·의료기기 브랜드 한빛나노의료기가 '멀티마사+G매트(M3)' 제품 광고로 제52회 매일경제 광고대상에서 TV부문 금상을 수상했다.해당 제품은 마사지, 지압, 온열 기능을 한 번에 제공하며 '자면서도 편안하게'라는 메시지를 중심으로 간결하고 명확한 광고 포인트를 강조한 것이 특징이다.광고 속에서는 사용자가 편안하게 휴식을 취하면서도 마사지와 온열 기능을 동시에 경험할 수 있다는 점을 강조하여 소비자에게 실질적 혜택을 전달하고자 했다.한빛나노의료기는 개인용 조합자극기, 온열 의료기, 온열매트, 마사지기, 건강기능식품 등 건강 전반에 관련된 여러 가지 제품들로 22년간 국내외 입지를 다져왔다. 전 공정을 자체 생산하며 철저한 품질 관리와 전문 사후 서비스(A/S)를 적용해 소비자에게 안전하...",https://n.news.naver.com/article/newspaper/009/0005597283?date=20251128,업계,0.012357867,
